Id,MinResponseTime
"47210267","6"
"47210237","9"
"47210220","18"
"47210214","232"
"47210208","163"
"47210180","1261"
"47210172","27"
"47210159","781"
"47210054","14"
"47210025","2208"
"47210017","4"
"47210011","9"
"47210008","9"
"47209967","1264"
"47209891","12"
"47209883","3"
"47209869","190"
"47209848","14"
"47209781","10"
"47209683","34"
"47209661","10"
"47209625","165"
"47209559","21"
"47209510","16"
"47209503","10"
"47209466","3"
"47209444","3"
"47209406","146"
"47209325","47"
"47209249","30"
"47209244","458"
"47209203","1509"
"47209158","119"
"47209093","320"
"47208984","10"
"47208977","33"
"47208926","26"
"47208848","2821"
"47208801","18"
"47208781","8"
"47208753","53"
"47208724","8"
"47208714","27"
"47208643","106"
"47208586","2731"
"47208490","62"
"47208479","5"
"47208455","6"
"47208420","6"
"47208410","80"
"47208388","40"
"47208383","14"
"47208342","13"
"47208317","17"
"47208305","877"
"47208263","18"
"47208249","6"
"47208197","19"
"47208125","7"
"47208102","3"
"47208038","2387"
"47207974","45"
"47207881","6"
"47207878","206"
"47207844","1497"
"47207694","41"
"47207658","27"
"47207625","26"
"47207622","291"
"47207567","8"
"47207552","11"
"47207550","92"
"47207541","33"
"47207531","70"
"47207528","25"
"47207509","17"
"47207486","5"
"47207455","3"
"47207409","187"
"47207379","28"
"47207271","12"
"47207245","3"
"47207235","10"
"47207200","2"
"47207189","1045"
"47207164","2"
"47207150","3"
"47207132","20"
"47207024","14"
"47206995","1013"
"47206979","902"
"47206941","13"
"47206929","12"
"47206924","29"
"47206866","8"
"47206857","112"
"47206849","25"
"47206848","26"
"47206840","1"
"47206750","18"
"47206710","4"
"47206693","530"
"47206584","35"
"47206534","27"
"47206524","11"
"47206475","10"
"47206458","22"
"47206413","57"
"47206364","7"
"47206315","23"
"47206229","129"
"47206182","11"
"47206161","21"
"47206125","1187"
"47206120","3356"
"47206117","12"
"47206112","210"
"47206092","9"
"47206084","27"
"47206047","77"
"47205998","16"
"47205987","8"
"47205944","5"
"47205939","1454"
"47205907","4"
"47205888","21"
"47205876","31"
"47205760","1520"
"47205744","10"
"47205627","13"
"47205621","53"
"47205594","5"
"47205494","322"
"47205478","0"
"47205468","11"
"47205449","8"
"47205385","54"
"47205285","12"
"47205215","17"
"47205205","31"
"47205183","33"
"47205170","8"
"47205165","74"
"47205156","337"
"47205074","7"
"47205068","862"
"47205062","13"
"47205047","6"
"47204997","6"
"47204967","8"
"47204929","3"
"47204918","27"
"47204898","5"
"47204826","2"
"47204774","1251"
"47204747","24"
"47204733","8"
"47204729","38"
"47204676","1045"
"47204640","12"
"47204623","154"
"47204585","4"
"47204570","16"
"47204521","48"
"47204478","18"
"47204454","4"
"47204378","36"
"47204371","13"
"47204369","260"
"47204337","22"
"47204324","3"
"47204282","5"
"47204261","14"
"47204251","6"
"47204240","5"
"47204233","5"
"47204179","55"
"47204098","10"
"47204076","17"
"47204056","123"
"47204054","63"
"47204043","52"
"47203963","144"
"47203949","4"
"47203942","17"
"47203917","29"
"47203849","31"
"47203832","50"
"47203828","4"
"47203714","44"
"47203708","49"
"47203648","7"
"47203630","9"
"47203608","25"
"47203491","22"
"47203381","6"
"47203274","4"
"47203218","5"
"47203193","43"
"47203185","2831"
"47203183","5"
"47203154","4"
"47203072","18"
"47203047","2"
"47203015","8"
"47203008","73"
"47202998","62"
"47202973","34"
"47202947","17"
"47202927","5"
"47202864","5"
"47202854","17"
"47202787","44"
"47202771","4"
"47202747","43"
"47202671","19"
"47202666","8"
"47202646","38"
"47202625","5"
"47202535","129"
"47202454","23"
"47202402","18"
"47202362","9"
"47202299","132"
"47202280","32"
"47202202","21"
"47202147","45"
"47202092","169"
"47202082","29"
"47202050","12"
"47202018","18"
"47202009","47"
"47201992","66"
"47201965","3"
"47201919","6"
"47201897","5"
"47201786","10"
"47201769","12"
"47201729","12"
"47201705","48"
"47201663","8"
"47201658","24"
"47201642","39"
"47201600","8"
"47201585","37"
"47201373","5"
"47201354","98"
"47201343","9"
"47201339","17"
"47201329","40"
"47201327","30"
"47201321","16"
"47201314","10"
"47201264","7"
"47201225","71"
"47201205","67"
"47201183","13"
"47201172","11"
"47201117","54"
"47201097","15"
"47201037","46"
"47200972","10"
"47200938","13"
"47200913","13"
"47200892","54"
"47200886","1146"
"47200862","78"
"47200825","11"
"47200788","6"
"47200783","16"
"47200735","48"
"47200704","1426"
"47200678","14"
"47200477","24"
"47200468","4"
"47200365","4"
"47200289","36"
"47200250","21"
"47200208","495"
"47200180","45"
"47200179","17"
"47200053","12"
