Id,MinResponseTime
"47193401","27"
"47193383","139"
"47193364","1086"
"47193361","34"
"47193346","18"
"47193144","13"
"47192977","9"
"47192944","1133"
"47192882","8"
"47192874","347"
"47192837","21"
"47192807","203"
"47192798","1934"
"47192791","103"
"47192783","170"
"47192751","1436"
"47192737","19"
"47192613","42"
"47192507","71"
"47192458","1049"
"47192395","17"
"47192340","1870"
"47192264","140"
"47192124","25"
"47191939","26"
"47191804","1017"
"47191794","105"
"47191775","8"
"47191772","7"
"47191668","393"
"47191639","11"
"47191591","38"
"47191532","104"
"47191523","10"
"47191384","84"
"47191343","984"
"47191332","601"
"47191324","677"
"47191239","19"
"47191185","32"
"47191111","36"
"47190985","26"
"47190975","1405"
"47190969","11"
"47190937","40"
"47190891","57"
"47190750","5"
"47190730","1207"
"47190714","351"
"47190518","380"
"47190448","3752"
"47190421","1416"
"47190411","1300"
"47190386","257"
"47190377","453"
"47190353","28"
"47190331","8"
"47190189","921"
"47190150","68"
"47190013","20"
"47189895","536"
"47189814","37"
"47189716","25"
"47189704","76"
"47189683","114"
"47189525","19"
"47189509","24"
"47189492","20"
"47189379","34"
"47189337","13"
"47189294","71"
"47189224","1099"
"47189211","9"
"47189150","59"
"47189147","9"
"47189088","7"
"47189004","25"
"47188993","51"
"47188987","6"
"47188934","10"
"47188923","37"
"47188871","163"
"47188870","12"
"47188858","5"
"47188663","16"
"47188601","32"
"47188529","2107"
"47188527","8"
"47188516","21"
"47188430","66"
"47188426","3578"
"47188142","390"
"47188031","200"
"47188030","19"
"47187913","17"
"47187870","2459"
"47187853","75"
"47187775","117"
"47187774","43"
"47187662","20"
"47187638","628"
"47187625","8"
"47187592","4"
"47187477","5"
"47187373","142"
"47187241","15"
"47187210","43"
"47187133","14"
"47187125","17"
"47187115","44"
"47187111","17"
"47187107","772"
"47187090","128"
"47187077","3"
"47186981","98"
"47186966","2"
"47186920","4"
"47186832","16"
"47186801","13"
"47186786","17"
"47186780","10"
"47186615","12"
"47186552","45"
"47186521","45"
"47186375","52"
"47186363","107"
"47186325","28"
"47186269","22"
"47186214","43"
"47186207","27"
"47186183","159"
"47186182","98"
"47186160","117"
"47186097","11"
"47186071","31"
"47186012","1233"
"47185947","37"
"47185904","29"
"47185821","4"
"47185716","944"
"47185702","26"
"47185622","765"
"47185616","12"
"47185571","1818"
"47185565","1017"
"47185443","33"
"47185419","4"
"47185418","12"
"47185402","1766"
"47185378","28"
"47185373","991"
"47185269","1010"
"47185267","833"
"47185257","51"
"47185251","51"
"47185198","443"
"47185164","994"
"47185116","33"
"47185080","33"
"47185078","33"
"47185048","711"
"47185044","3017"
"47185007","23"
"47184996","182"
"47184971","29"
"47184914","1000"
"47184867","14"
"47184850","20"
"47184841","8"
"47184795","343"
"47184723","17"
"47184682","116"
"47184628","25"
"47184585","165"
"47184576","7"
"47184542","11"
"47184371","11"
"47184274","212"
"47184199","13"
"47184167","3181"
"47184143","164"
"47184139","8"
"47184062","53"
"47184045","575"
"47184038","24"
"47184029","8"
"47184024","99"
"47183982","3126"
"47183981","3"
"47183957","294"
"47183841","52"
"47183835","3"
"47183822","853"
"47183795","20"
"47183791","20"
"47183688","743"
"47183654","13"
"47183608","38"
"47183564","5"
"47183556","6"
"47183528","2257"
"47183523","2475"
"47183415","7"
"47183339","1254"
"47183326","5"
"47183312","15"
"47183269","12"
"47183265","1158"
"47183039","752"
"47183032","201"
"47182971","47"
"47182961","3544"
"47182944","17"
"47182923","4"
"47182904","17"
"47182880","504"
"47182868","9"
"47182775","997"
"47182694","1134"
"47182634","11"
"47182612","74"
"47182583","16"
"47182540","6"
"47182375","929"
"47182230","18"
"47182209","52"
"47182138","13"
"47182059","106"
"47181989","46"
"47181969","105"
"47181960","277"
"47181948","897"
"47181925","6"
"47181881","12"
"47181867","37"
"47181856","21"
"47181735","141"
"47181730","14"
"47181724","117"
"47181698","4323"
"47181678","62"
"47181512","154"
"47181490","1449"
"47181431","9"
"47181389","5"
"47181345","26"
"47181139","2859"
"47181090","31"
"47180951","531"
"47180921","48"
"47180825","19"
"47180818","137"
"47180801","122"
"47180732","359"
"47180689","172"
"47180659","1112"
"47180647","5"
"47180568","365"
"47180497","8"
"47180479","76"
"47180451","22"
"47180412","1155"
"47180368","24"
"47180148","5"
"47180139","37"
"47180023","10"
"47179985","2974"
"47179956","8"
"47179954","556"
"47179948","2"
"47179937","975"
"47179916","166"
"47179826","4"
"47179808","96"
"47179777","160"
"47179691","5"
"47179593","37"
"47179493","28"
"47179449","6"
"47179430","6"
"47179421","97"
"47179362","4"
"47179286","940"
"47179243","24"
"47179235","19"
"47179217","6"
"47179069","31"
"47179025","9"
"47179018","23"
"47178913","29"
"47178884","100"
"47178819","27"
"47178774","14"
"47178771","130"
"47178705","15"
"47178688","5"
"47178592","66"
"47178562","13"
"47178525","1576"
"47178455","9"
"47178413","7"
"47178362","8"
"47178333","29"
"47178263","5"
"47178261","28"
"47178106","18"
"47178048","55"
"47178000","260"
"47177985","17"
"47177974","69"
"47177924","14"
"47177861","33"
"47177706","15"
"47177684","3"
"47177598","249"
"47177587","9"
"47177561","8"
"47177551","25"
"47177549","4"
"47177528","2"
"47177414","8"
"47177407","30"
"47177327","54"
"47177278","2"
"47177260","176"
"47177248","99"
"47177215","131"
"47177193","25"
"47177181","228"
"47177176","75"
"47176958","1454"
"47176918","61"
"47176879","8"
"47176849","96"
"47176836","2756"
"47176825","2251"
"47176773","11"
"47176666","6"
"47176654","62"
"47176625","43"
"47176562","6"
"47176518","47"
"47176485","1378"
"47176471","11"
"47176412","1578"
"47176411","2"
"47176365","7"
"47176364","29"
"47176278","6"
"47176242","21"
"47176201","280"
"47176188","6"
"47176151","48"
"47176121","94"
"47175988","10"
"47175986","19"
"47175961","43"
"47175838","52"
"47175827","16"
"47175715","22"
"47175709","18"
"47175705","7"
"47175698","349"
"47175690","1975"
"47175573","378"
"47175554","0"
"47175526","5"
"47175515","2241"
"47175507","4"
"47175453","126"
"47175404","34"
"47175378","38"
"47175376","348"
"47175350","9"
"47175310","107"
"47175184","112"
"47175077","121"
"47175010","29"
"47174983","127"
"47174945","16"
"47174895","1858"
"47174890","5"
"47174881","484"
"47174646","3544"
"47174626","2334"
"47174577","5"
"47174483","4"
"47174265","19"
"47174236","212"
"47174141","41"
"47174115","23"
"47174113","2"
"47174083","106"
"47174037","38"
"47173944","411"
"47173907","5"
"47173906","109"
"47173901","10"
"47173755","98"
"47173746","35"
"47173741","12"
"47173651","102"
"47173592","552"
"47173549","377"
"47173546","157"
"47173539","101"
"47173499","467"
"47173458","22"
"47173430","0"
"47173373","5"
"47173283","24"
"47173282","2705"
"47173271","8"
"47173241","22"
"47173199","36"
"47173194","122"
"47173192","31"
"47173168","15"
"47173156","339"
"47173151","244"
"47173022","129"
"47172972","217"
"47172872","61"
"47172783","3563"
"47172767","119"
"47172756","100"
"47172675","45"
"47172634","35"
"47172599","93"
"47172571","4"
"47172534","167"
"47172492","232"
"47172424","966"
"47172354","36"
"47172226","174"
"47172200","23"
"47172146","8"
"47172088","11"
"47172051","27"
"47172048","56"
"47171929","78"
"47171911","39"
"47171899","285"
"47171887","275"
"47171864","18"
"47171845","99"
"47171790","17"
"47171784","20"
"47171619","597"
"47171544","11"
"47171464","25"
"47171461","164"
"47171442","18"
"47171399","12"
"47171377","257"
"47171235","9"
"47171185","2"
"47171118","1644"
"47171061","52"
"47171040","809"
"47170970","193"
"47170930","14"
"47170839","57"
"47170830","56"
"47170818","2755"
"47170777","29"
"47170633","156"
"47170619","22"
"47170611","16"
"47170593","4"
"47170559","16"
"47170557","59"
"47170537","27"
"47170499","33"
"47170427","72"
"47170411","105"
"47170406","953"
"47170331","17"
"47170275","28"
"47170197","6"
"47170149","9"
"47170147","89"
"47170104","3"
"47170080","54"
"47170048","14"
"47170030","2112"
"47170020","19"
"47169946","20"
"47169853","5"
"47169830","1151"
"47169823","8"
"47169798","62"
"47169789","21"
